Pais_Codigo,Video_ID,Video_Snapshot_Data
AU,1vPGcuvFLMQ,2024-11-01
AU,lQBmZBJCYcY,2024-11-01
AU,96e75AAsBMk,2024-11-01
AU,PNR_6TkduPk,2024-11-01
AU,NMjhjrBIrG8,2024-11-01
AU,Zp-Jhuhq0bQ,2024-11-01
AU,c70s8ux50lQ,2024-11-01
AU,LZzubS1ILTs,2024-11-01
AU,fmC6b6_ovZY,2024-11-01
AU,2kjolTLZ_Mg,2024-11-01
AU,CGoN-thr5sI,2024-11-01
AU,xk5c93yilio,2024-11-01
AU,3-PVx_H7p-I,2024-11-01
AU,MKXvSe4vv-w,2024-11-01
AU,0Z0y3S8xWQM,2024-11-01
AU,Slq5EGmycY8,2024-11-01
AU,o0oW3lPoOXM,2024-11-01
AU,TCUqH8CFDxA,2024-11-01
AU,U3E2a3fUGAE,2024-11-01
AU,HAcLoqZO-Z0,2024-11-01
AU,yO2Gxozek5k,2024-11-01
AU,XpSdD63j7Y4,2024-11-01
AU,ZHyJotwNoAo,2024-11-01
AU,-awto63GqPs,2024-11-01
AU,yf9SCGoBsNI,2024-11-01
AU,fnPxkuFIA48,2024-11-01
AU,kzw-qZMYdqU,2024-11-01
AU,j3ykZoQMJLI,2024-11-01
AU,oUV-u7CRyKE,2024-11-01
AU,HosgJo6cwX0,2024-11-01
AU,Q_wVrsX7aqE,2024-11-01
AU,Q10_srZ-pbs,2024-11-01
AU,f19gfOMZTtg,2024-11-01
AU,NYPo88BjOIU,2024-11-01
AU,eX381RBkHc0,2024-11-01
AU,G0cmfY7qdmY,2024-11-01
AU,AmZleTKYYQI,2024-11-01
AU,KUUt3UNyUtY,2024-11-01
AU,hCcwCv3G1FQ,2024-11-01
AU,7RIvq98nXvc,2024-11-01
AU,QF-Kd2BBpx8,2024-11-01
AU,g3UTptQz-JI,2024-11-01
AU,J8orRDSOiiw,2024-11-01
AU,yM7ECLIhsAc,2024-11-01
AU,vrkzCbUCRNU,2024-11-01
AU,CIdUQxDlYW4,2024-11-01
AU,D7F42F_JM3U,2024-11-01
AU,Qx88zndTGp8,2024-11-01
AU,Oc91iOxcB3c,2024-11-01
AU,amZ3fANPGIE,2024-11-01
AU,8jf2hNiBKYs,2024-11-01
AU,nW9yQVql_kA,2024-11-01
AU,5TlxFXFi8UU,2024-11-01
AU,2G9Wu6IKNy8,2024-11-01
AU,tiiq462mV3w,2024-11-01
AU,mn75mKUExGg,2024-11-01
AU,I4BYYKOpMa0,2024-11-01
AU,ecLUCPhKKxs,2024-11-01
AU,eknj5_0tF2s,2024-11-01
AU,xfPKwJ7Qukc,2024-11-01
AU,f5-h2EjrIPE,2024-11-01
AU,BBWL2uVqcW4,2024-11-01
AU,lWLp_ptADNU,2024-11-01
AU,F_7IPm7f1vI,2024-11-01
AU,IXtSluGSteU,2024-11-01
AU,dBRFH7MgWis,2024-11-01
AU,m2mH4480dqU,2024-11-01
AU,t6ukMUq-iQQ,2024-11-01
AU,tRh5pIokod0,2024-11-01
AU,Pwwl-MwJLxQ,2024-11-01
AU,ZWDoUsxpkKE,2024-11-01
AU,QGY-YUkN2Nc,2024-11-01
