Pais_Codigo,Video_ID,Video_Snapshot_Data
AU,-mPL6eZN8jw,2024-11-01
AU,6vGMPjmlHKQ,2024-11-01
AU,b1sYvU5saZo,2024-11-01
AU,ZC-egC-ElAU,2024-11-01
AU,8ouu2DE6J_s,2024-11-01
AU,BZ6mmUijhCE,2024-11-01
AU,BqPNB9Vxl_w,2024-11-01
AU,IIRHCfvnUyU,2024-11-01
AU,MesWtDPzFLA,2024-11-01
AU,UjRikc_ldIQ,2024-11-01
AU,i3h7pO6xLAM,2024-11-01
AU,ujfC0NgdU48,2024-11-01
AU,R_clisSImS4,2024-11-01
AU,4XxnTAwyxus,2024-11-01
AU,iNSPFb5AIz8,2024-11-01
AU,67eiQYXzbjs,2024-11-01
AU,JObxd5s-uqQ,2024-11-01
AU,T_UMKggEkUI,2024-11-01
AU,8Ebqe2Dbzls,2024-11-01
AU,tI9dwinLua0,2024-11-01
AU,TtFm9n3NVzE,2024-11-01
AU,GsvxsV0CPz0,2024-11-01
AU,DIWsSpvHj8o,2024-11-01
AU,kBC211AsHZs,2024-11-01
AU,B0kJ5Kxqm14,2024-11-01
AU,HsFBftgYDuY,2024-11-01
AU,K4fO-fBajD4,2024-11-01
AU,QlPsuIkg6k0,2024-11-01
AU,eC77RIAsAuc,2024-11-01
AU,HfN67NC1AVw,2024-11-01
AU,queBWT_e10o,2024-11-01
AU,uBq_g2XQ52g,2024-11-01
AU,hnBXXFW9KQw,2024-11-01
AU,etsXknHtGUs,2024-11-01
AU,HWEzxj6pqkg,2024-11-01
AU,KJ0TuwmSgiw,2024-11-01
AU,F5UDQQUUDao,2024-11-01
AU,-J_w9K6DgRo,2024-11-01
AU,IEzgtBOt4bU,2024-11-01
AU,ifINhTmV4yU,2024-11-01
AU,T3rnBuSTNhY,2024-11-01
AU,4Dr7HljrsoQ,2024-11-01
AU,aZlRG12Ami8,2024-11-01
AU,Rs8bNwfVyM0,2024-11-01
AU,yDZGQT37y7I,2024-11-01
AU,W8l6_ROPvJw,2024-11-01
AU,rhTZTy1rZhw,2024-11-01
AU,PImf0bJoGQ8,2024-11-01
AU,jZW2GnEcjpM,2024-11-01
AU,dGKXp8_LP2U,2024-11-01
AU,Y41VVNEcm-U,2024-11-01
AU,Fy5BMlwlh4o,2024-11-01
AU,v2BjVurDSic,2024-11-01
AU,NrUlydECU-8,2024-11-01
AU,PWjZ3p1jNho,2024-11-01
AU,cIAoz2ebBoU,2024-11-01
AU,hQ2f7dI41hM,2024-11-01
AU,4BjOaq9ZLUo,2024-11-01
AU,y38qQRg3UDI,2024-11-01
AU,Qt6YiVZLhG0,2024-11-01
AU,G1WgoZVIXbw,2024-11-01
AU,KnmegqkWXtM,2024-11-01
AU,RhDFW32GpDM,2024-11-01
AU,817L86agTTk,2024-11-01
AU,eaB7nCdId0Y,2024-11-01
AU,YqVUqZxyw3c,2024-11-01
AU,I_VO_ElQgso,2024-11-01
AU,DO_iGu_U9xo,2024-11-01
AU,DrSfBULAsek,2024-11-01
AU,ttovshZgIC0,2024-11-01
AU,Sih0v01Wbek,2024-11-01
AU,ReD8i61RZdI,2024-11-01
AU,UTDpgEraPbA,2024-11-01
AU,VJe-B9TeGy8,2024-11-01
AU,bgo7rm5Maqg,2024-11-01
AU,qS1K84Nq6wU,2024-11-01
AU,ZViWWpA2AFk,2024-11-01
AU,fSHoePrnmMw,2024-11-01
AU,9vZVDUjWerI,2024-11-01
AU,7RLlZzS1NNg,2024-11-01
AU,pxY82K0_hSs,2024-11-01
AU,l6GoKf1b4mw,2024-11-01
AU,meabXp-IFkM,2024-11-01
AU,FVON5lJX67E,2024-11-01
AU,ZyVjEdcFSO0,2024-11-01
AU,jdXm2eFyOTs,2024-11-01
AU,0VKNgWkoaWU,2024-11-01
AU,MXoO2GM7bgc,2024-11-01
AU,tvwIvXJHncE,2024-11-01
AU,8Ro085T0mnQ,2024-11-01
AU,uffWpXSc0Hk,2024-11-01
AU,GsFOqAgyuY0,2024-11-01
AU,1-D2dEw2ihw,2024-11-01
AU,jWQx2f-CErU,2024-11-01
AU,1zCx_FL1Hvw,2024-11-01
AU,ekr2nIex040,2024-11-01
AU,dHMYAia-Hf8,2024-11-01
AU,3Jgev_YGl44,2024-11-01
AU,OqQOkUzQDWY,2024-11-01
AU,kliFaScJfTg,2024-11-01
AU,Mni29nk4vbE,2024-11-01
AU,t_kWOKjXHQA,2024-11-01
AU,0z7JOpQpPA4,2024-11-01
AU,c5TxT7OjYZg,2024-11-01
AU,4KaXGHr6Mh4,2024-11-01
AU,TDjxWs84WMk,2024-11-01
AU,1zKn_NtWO-8,2024-11-01
AU,jt6v9ga4Few,2024-11-01
AU,P3eDn06cZA8,2024-11-01
AU,MpSdCdOVZyo,2024-11-01
AU,yadxxTWxO88,2024-11-01
AU,z1tJCKnx3s4,2024-11-01
AU,rv1MzhOMrb8,2024-11-01
AU,43PXlV8NFiE,2024-11-01
AU,NJJ6OqlJig0,2024-11-01
AU,mcldY9LgFao,2024-11-01
AU,DxeZaA-vQWA,2024-11-01
AU,g2ObHd6dk7Q,2024-11-01
AU,jxQi7525h4o,2024-11-01
AU,VwP6M9zS_pQ,2024-11-01
AU,zMlUkCazBKM,2024-11-01
AU,9twCbwBYDCY,2024-11-01
AU,m053YyNixug,2024-11-01
AU,bHu7ytQsC8Y,2024-11-01
AU,6fuOdzOR9U8,2024-11-01
AU,sfR0yZCDDNA,2024-11-01
AU,_5CTg5asoC0,2024-11-01
AU,kMFY7aJ1tvk,2024-11-01
