Codigo
""
KR
BR
BR
US
BR
BR
FI
BR
BR
US
BR
BR
BR
BR
BR
BR
BR
""
""
BR
BR
""
BR
BR
BR
""
BR
""
US
BR
""
BR
BR
""
BR
BR
""
BR
BR
BR
BR
""
BR
""
BR
BR
PT
BR
BR
ES
KR
""
""
BR
BR
BR
""
BR
""
GB
BR
BR
""
""
""
BR
BR
BR
BR
""
BR
US
US
BR
BR
BR
BR
BR
KR
BR
BR
BR
""
""
BR
BR
BR
BR
BR
BR
""
""
BR
BR
BR
BR
US
BR
""
BR
US
""
""
BR
US
BR
""
GB
JP
BR
BR
BR
BR
BR
BR
BR
""
AU
BR
BR
BR
BR
BR
BR
BR
""
BR
BR
BR
JP
""
BR
BR
BR
BR
BR
NL
BR
BR
BR
""
BR
BR
""
""
BR
FI
US
BR
""
""
BR
""
""
BR
BR
BR
BR
BR
US
""
""
GB
US
BR
BR
FI
""
""
BR
""
""
FI
KR
""
US
""
BR
BR
BR
BR
""
US
BR
BR
BR
US
BR
BR
BR
BR
BR
BR
""
US
BR
BR
BR
BR
