ID,Canal_ID,Data_hora_de_publicacao,Categoria_ID
1vPGcuvFLMQ,UCsY7UM8d2sGHhWP_nj7WYjQ,2024-10-30,17
lQBmZBJCYcY,UCWOA1ZGywLbqmigxE4Qlvuw,2024-10-31,24
96e75AAsBMk,UCsY7UM8d2sGHhWP_nj7WYjQ,2024-10-30,17
PNR_6TkduPk,UCQ-YJstgVdAiCT52TiBWDbg,2024-10-31,24
NMjhjrBIrG8,UCeU5qTuBiqTU5z-hyL6WITQ,2024-10-31,22
Zp-Jhuhq0bQ,UCqwUnggBBct-AY2lAdI88jQ,2024-11-01,22
c70s8ux50lQ,UCWsDFcIhY2DBi3GB5uykGXA,2024-10-31,20
LZzubS1ILTs,UCSdma21fnJzgmPodhC9SJ3g,2024-10-31,23
fmC6b6_ovZY,UC07Kxew-cMIaykMOkzqHtBQ,2024-10-30,10
2kjolTLZ_Mg,UCF_fDSgPpBQuh1MsUTgIARQ,2024-10-31,10
CGoN-thr5sI,UCw1SQ6QRRtfAhrN_cjkrOgA,2024-10-29,20
xk5c93yilio,UCWZmCMB7mmKWcXJSIPRhzZw,2024-10-30,24
3-PVx_H7p-I,UC1G9pwKwx9RpFwSohdkmhxA,2024-11-01,24
MKXvSe4vv-w,UCEg25rdRZXg32iwai6N6l0w,2024-10-31,17
0Z0y3S8xWQM,UCCmo_NIuQR5eU4AvBa6sEQQ,2024-10-31,17
Slq5EGmycY8,UCSTJELgD0j0gW2_wgF_TYuA,2024-10-31,24
o0oW3lPoOXM,UCqwUnggBBct-AY2lAdI88jQ,2024-10-30,22
TCUqH8CFDxA,UCIWB3DlhYMzxj1LT-OlqeWw,2024-11-01,2
U3E2a3fUGAE,UCt7fwAhXDy3oNFTAzF2o8Pw,2024-10-31,10
HAcLoqZO-Z0,UCAM35Xuk2-GM4Mb8g0MGSZw,2024-10-27,10
yO2Gxozek5k,UCsY7UM8d2sGHhWP_nj7WYjQ,2024-10-26,17
XpSdD63j7Y4,UCurpiDXSkcUbgdMwHNZkrCg,2024-11-01,10
ZHyJotwNoAo,UCvayv7u6HrpENlleXekJ2fg,2024-10-31,24
-awto63GqPs,UClOGLGPOqlAiLmOvXW5lKbw,2024-10-31,20
yf9SCGoBsNI,UC5qRwzD58S_sTEoLpl6AzTQ,2024-10-28,17
fnPxkuFIA48,UCoUM-UJ7rirJYP8CQ0EIaHA,2024-10-30,10
kzw-qZMYdqU,UCOsATJw-IZgqGT8MFrHjKGg,2024-11-01,23
j3ykZoQMJLI,UCoLrcjPV5PbUrUyXq5mjc_A,2024-10-31,17
oUV-u7CRyKE,UCg3gzldyhCHJjY7AWWTNPPA,2024-10-27,24
HosgJo6cwX0,UCCxF55adGXOscJ3L8qdKnrQ,2024-10-30,17
Q_wVrsX7aqE,UC-g_O9HWb5B0rVDG1hLd5Hw,2024-11-01,20
Q10_srZ-pbs,UCHnyfMqiRRG1u-2MsSQLbXA,2024-10-29,27
f19gfOMZTtg,UCZGYJFUizSax-yElQaFDp5Q,2024-11-01,24
NYPo88BjOIU,UCs-w7E2HZWwXmjt9RTvBB_A,2024-10-31,20
